120;129.2
77;127.9
75;138.8
86;125.8
88;135.5
83;128.4
132;129.5
91;131.0
78;125.0
95;129.8
76;124.7
111;132.0
114;131.2
139;126.6
87;133.5
135;128.2
82;136.5
73;122.8
137;122.2
81;141.3
113;127.5
84;139.1
112;119.8
133;135.6
116;129.6
119;127.4
93;134.8
131;128.7
80;135.7
123;128.4
136;123.7
92;131.6
74;125.5
89;132
134;124.9
115;131.5
138;131.4
90;128.0
96;136.9
85;128.3
94;139.2
79;127.1
